Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Attack_Type,Malicious_Prob,Trans_Rate,PDR,Delay,Energy,Path_Selected,Packet_Loss,Anomaly_Score,Label
N128,0.436,0.822,0.629,Sybil Attack,0.286,32,86.78,17.97,3.07,P10->P13->P21,43.56,0.278,0
N96,0.205,0.791,0.498,Normal,0.06,27,94.23,26.79,1.221,P9->P16->P24,49.51,0.546,0
N132,0.815,0.754,0.784,Normal,0.974,57,56.63,36.6,0.522,P2->P19->P22,5.21,0.73,0
N137,0.439,0.848,0.644,Sybil Attack,0.881,72,88.43,27.1,4.545,P2->P14->P28,37.59,0.172,1
N189,0.642,0.312,0.477,Sybil Attack,0.745,51,99.05,38.94,3.891,P5->P20->P21,37.69,0.799,1
N118,0.862,0.481,0.672,Normal,0.296,60,66.53,30.83,2.176,P1->P11->P25,46.26,0.058,0
N19,0.562,0.24,0.401,Normal,0.727,42,88.08,12.64,1.019,P2->P20->P27,18.37,0.1,0
N105,0.996,0.88,0.938,Sybil Attack,0.748,10,52.93,9.28,2.183,P7->P18->P29,11.72,0.362,1
N107,0.834,0.641,0.738,Sybil Attack,0.762,58,73.5,46.84,1.763,P6->P17->P26,18.33,0.034,1
N76,0.324,0.759,0.542,Normal,0.905,22,89.58,21.19,1.9,P2->P17->P23,2.68,0.109,0
N15,0.619,0.818,0.718,Normal,0.275,85,65.16,17.79,2.426,P3->P11->P23,56.52,0.471,0
N1,0.592,0.737,0.664,Normal,0.03,86,62.06,16.69,2.683,P1->P13->P27,35.42,0.273,0
N36,0.482,0.51,0.496,Normal,0.281,27,95.4,44.48,3.004,P8->P16->P25,34.84,0.875,0
N120,0.979,0.788,0.884,Normal,0.588,23,73.87,9.81,1.964,P5->P18->P22,7.85,0.554,0
N167,0.77,0.917,0.844,Sybil Attack,0.783,29,52.06,13.64,1.179,P9->P14->P30,55.72,0.254,1
N171,0.446,0.562,0.504,Sybil Attack,0.943,26,99.62,36.7,1.428,P3->P13->P26,11.42,0.533,1
N179,0.797,0.375,0.586,Sybil Attack,0.713,95,58.76,14.03,2.975,P8->P16->P24,16.28,0.644,1
N166,0.339,0.457,0.398,Sybil Attack,0.875,24,75.66,49.37,4.68,P8->P18->P27,1.83,0.043,1
N51,0.527,0.973,0.75,Normal,0.138,27,98.53,12.41,2.735,P7->P12->P26,3.93,0.125,0
N85,0.21,0.834,0.522,Normal,0.077,32,89.84,42.15,1.36,P7->P14->P22,26.06,0.206,0
N111,0.627,0.391,0.509,Sybil Attack,0.828,14,91.42,43.73,0.846,P6->P13->P21,22.44,0.856,1
N27,0.325,0.202,0.264,Sybil Attack,0.713,81,70.82,14.65,3.594,P4->P13->P24,24.55,0.683,1
N156,0.778,0.489,0.634,Sybil Attack,0.601,75,51.39,15.86,2.24,P10->P17->P29,7.81,0.842,1
N68,0.206,0.293,0.25,Normal,0.616,87,76.12,41.15,3.724,P7->P15->P21,7.92,0.998,0
N161,0.527,0.457,0.492,Normal,0.02,40,72.99,39.27,2.807,P8->P14->P29,43.81,0.952,0
N108,0.827,0.777,0.802,Normal,0.456,36,53.99,18.26,3.378,P3->P12->P27,38.73,0.613,0
N116,0.459,0.792,0.626,Normal,0.481,81,93.25,10.24,2.104,P8->P16->P21,33.63,0.719,0
N70,0.842,0.453,0.648,Normal,0.41,27,58.27,15.41,0.828,P8->P12->P28,2.33,0.069,0
N77,0.443,0.79,0.616,Normal,0.834,87,87.02,27.34,0.859,P4->P20->P30,27.33,0.92,0
N107,0.866,0.776,0.821,Normal,0.029,18,65.19,10.86,1.821,P8->P16->P23,11.19,0.482,0
N189,0.31,0.84,0.575,Sybil Attack,0.635,31,52.8,25.02,4.603,P2->P19->P22,8.73,0.695,1
N89,0.715,0.462,0.588,Normal,0.538,28,62.22,7.91,1.403,P4->P17->P21,52.76,0.09,0
N180,0.417,0.799,0.608,Sybil Attack,0.39,62,75.89,30.88,3.491,P5->P11->P21,14.18,0.586,0
N19,0.511,0.526,0.518,Sybil Attack,0.91,25,58.29,49.93,1.571,P5->P18->P28,56.96,0.133,1
N74,0.516,0.403,0.46,Sybil Attack,0.238,54,99.48,11.32,1.813,P2->P15->P23,14.87,0.848,0
N82,0.661,0.34,0.501,Sybil Attack,0.714,65,64.99,24.47,1.652,P10->P15->P24,44.06,0.409,1
N200,0.798,0.384,0.591,Sybil Attack,0.258,31,50.86,43.82,1.348,P1->P20->P29,30.58,0.864,0
N77,0.961,0.952,0.956,Normal,0.098,71,98.46,26.52,4.983,P3->P20->P29,41.63,0.236,0
N111,0.548,0.532,0.54,Normal,0.065,20,68.95,15.42,1.133,P4->P20->P30,9.74,0.365,0
N18,0.473,0.888,0.68,Sybil Attack,0.854,18,75.55,35.89,4.362,P10->P14->P23,48.09,0.242,1
N179,0.659,0.238,0.448,Normal,0.22,88,78.63,14.22,2.516,P2->P20->P23,33.68,0.791,0
N164,0.346,0.823,0.584,Normal,0.54,69,82.46,35.09,1.159,P3->P18->P29,40.75,0.632,0
N184,0.609,0.815,0.712,Normal,0.355,19,90.47,26.86,2.143,P9->P19->P21,17.93,0.21,0
N156,0.58,0.445,0.512,Sybil Attack,0.134,88,56.13,33.06,2.655,P4->P11->P26,34.99,0.442,0
N195,0.693,0.795,0.744,Normal,0.465,99,85.4,28.36,3.759,P2->P14->P25,10.67,0.089,0
N85,0.785,0.258,0.522,Sybil Attack,0.002,97,66.55,29.59,3.281,P9->P18->P28,9.27,0.925,0
N19,0.606,0.453,0.53,Sybil Attack,0.952,71,80.74,35.73,1.759,P3->P11->P22,25.38,0.754,1
N67,0.312,0.861,0.586,Normal,0.992,44,63.59,18.57,1.887,P7->P12->P21,38.12,0.28,0
N32,0.696,0.244,0.47,Sybil Attack,0.616,15,70.64,39.75,3.796,P1->P18->P22,17.99,0.518,1
N49,0.271,0.352,0.312,Sybil Attack,0.641,32,78.48,28.21,3.519,P2->P17->P22,9.06,0.431,1
N166,0.495,0.643,0.569,Sybil Attack,0.78,98,64.1,21.34,4.365,P5->P20->P21,53.52,0.376,1
N151,0.968,0.313,0.64,Sybil Attack,0.947,13,82.87,43.57,4.59,P7->P19->P25,4.82,0.952,1
N149,0.849,0.683,0.766,Sybil Attack,0.499,77,89.74,39.76,2.814,P10->P13->P21,23.56,0.243,0
N76,0.788,0.771,0.78,Normal,0.732,10,62.02,36.85,2.83,P8->P13->P23,47.2,0.706,0
N140,0.701,0.622,0.662,Sybil Attack,0.415,12,81.28,26.6,2.505,P1->P13->P27,40.6,0.209,0
N154,0.609,0.734,0.672,Normal,0.027,96,94.99,46.18,1.046,P10->P16->P24,44.29,0.456,0
N132,0.925,0.539,0.732,Normal,0.583,40,98.27,32.39,2.156,P4->P16->P24,53.82,0.886,0
N96,0.622,0.811,0.716,Sybil Attack,0.332,68,70.23,25.01,3.549,P10->P11->P23,50.51,0.03,0
N125,0.323,0.974,0.648,Sybil Attack,0.831,30,61.29,34.15,1.328,P6->P20->P22,36.44,0.706,1
N79,0.654,0.546,0.6,Normal,0.116,27,92.9,37.74,2.488,P3->P11->P22,16.22,0.223,0
N23,0.238,0.879,0.558,Normal,0.059,80,71.45,47.37,3.647,P8->P17->P26,37.57,0.936,0
N84,0.453,0.697,0.575,Sybil Attack,0.12,32,53.13,34.66,0.95,P9->P19->P21,26.09,0.984,0
N146,0.503,0.633,0.568,Normal,0.687,27,75.43,36.49,3.594,P10->P18->P22,12.04,0.006,0
N31,0.361,0.321,0.341,Sybil Attack,0.133,87,97.05,41.4,1.381,P8->P14->P23,20.36,0.896,0
N15,0.246,0.475,0.36,Normal,0.733,60,77.54,19.65,1.902,P9->P11->P24,13.37,0.057,0
N100,0.974,0.82,0.897,Normal,0.147,68,67.79,12.58,1.802,P3->P11->P29,36.27,0.999,0
N98,0.426,0.607,0.516,Sybil Attack,0.856,74,89.45,37.29,2.895,P8->P17->P29,42.04,0.095,1
N105,0.479,0.874,0.676,Normal,0.753,77,62,42.72,2.337,P7->P15->P28,59.99,0.75,0
N134,0.539,0.758,0.649,Sybil Attack,0.213,75,65.48,19.3,1.052,P10->P20->P28,28.02,0.744,0
N88,0.98,0.947,0.964,Sybil Attack,0.571,37,83.75,18.04,3.451,P1->P20->P24,53.62,0.286,1
N172,0.894,0.282,0.588,Sybil Attack,0.066,91,63.85,19.65,3.514,P6->P15->P27,41.07,0.906,0
N82,0.719,0.804,0.762,Normal,0.42,60,62.07,24.66,1.837,P8->P12->P28,9.69,0.711,0
N97,0.215,0.712,0.463,Sybil Attack,0.437,37,94.26,49.71,2.352,P5->P13->P27,3.87,0.828,0
N177,0.607,0.485,0.546,Normal,0.752,23,96.76,17.25,2.343,P2->P20->P30,47.63,0.141,0
N34,0.915,0.338,0.626,Sybil Attack,0.116,24,75.23,35.8,0.8,P8->P11->P29,50.34,0.121,0
N59,0.843,0.606,0.724,Normal,0.013,21,98.99,12.32,4.263,P9->P20->P30,57.92,0.37,0
N25,0.516,0.415,0.466,Sybil Attack,0.391,41,86.55,45.05,1.626,P10->P20->P25,31.86,0.052,0
N200,0.791,0.219,0.505,Normal,0.076,27,61.5,6.89,3.148,P9->P13->P25,1.81,0.053,0
N188,0.36,0.622,0.491,Normal,0.24,33,56.81,27.07,3.604,P5->P14->P28,1.17,0.317,0
N82,0.637,0.537,0.587,Sybil Attack,0.044,23,97.95,16.94,2.461,P8->P11->P26,51.2,0.955,0
N121,0.276,0.828,0.552,Sybil Attack,0.572,95,96.58,28.25,3.979,P8->P14->P30,17.97,0.891,1
N167,0.26,0.769,0.514,Normal,0.372,89,76.5,20.27,1.266,P4->P15->P23,33.63,0.683,0
N144,0.963,0.564,0.764,Sybil Attack,0.588,23,82.79,44.99,0.734,P3->P20->P28,57.72,0.773,1
N53,0.764,0.882,0.823,Normal,0.651,71,75.71,13.08,0.756,P6->P19->P26,47.35,0.119,0
N109,0.763,0.541,0.652,Sybil Attack,0.569,36,74.78,28.63,4.525,P2->P17->P27,33.41,0.191,1
N53,0.222,0.561,0.392,Normal,0.469,48,84.59,12.53,4.162,P8->P11->P26,32,0.805,0
N82,0.809,0.47,0.64,Normal,0.385,38,50.32,34.76,0.98,P5->P13->P22,55.95,0.926,0
N148,0.261,0.238,0.25,Sybil Attack,0.56,89,54.94,8.24,3.299,P7->P20->P26,42.73,0.662,1
N144,0.265,0.918,0.592,Sybil Attack,0.978,34,83.93,10.26,4.415,P6->P15->P27,22.02,0.815,1
N136,0.759,0.491,0.625,Sybil Attack,0.526,63,62.93,5.7,3.222,P7->P12->P23,57.32,0.774,1
N148,0.403,0.355,0.379,Normal,0.793,85,95.02,40.92,4.63,P8->P20->P28,21.69,0.446,0
N12,0.553,0.203,0.378,Sybil Attack,0.615,88,93.86,32.23,0.988,P10->P18->P21,30.93,0.873,1
N22,0.626,0.709,0.668,Sybil Attack,0.055,65,98.21,25.83,3.274,P7->P19->P22,53.73,0.613,0
N186,0.57,0.864,0.717,Normal,0.501,15,88.28,22.27,3.039,P6->P17->P29,41.17,0.976,0
N124,0.85,0.744,0.797,Normal,0.11,52,91.01,38.62,4.409,P8->P16->P23,28.06,0.566,0
N30,0.285,0.849,0.567,Normal,0.021,38,88.17,38.6,0.704,P8->P19->P24,4.57,0.521,0
N37,0.782,0.433,0.608,Normal,0.561,21,92.47,44.1,2.208,P9->P13->P29,58.58,0.977,0
N84,0.327,0.898,0.612,Sybil Attack,0.704,17,71.01,23.14,1.207,P7->P20->P25,21.86,0.459,1
N182,0.824,0.223,0.524,Sybil Attack,0.902,16,92.55,19.39,4.992,P4->P17->P24,34.31,0.038,1
N197,0.573,0.893,0.733,Normal,0.027,89,98.63,25.15,3.085,P2->P16->P29,17.69,0.406,0
N98,0.911,0.446,0.678,Normal,0.678,63,52.05,38.32,4.731,P5->P13->P28,9.58,0.383,0
N33,0.704,0.927,0.816,Normal,0.563,14,61.68,32.61,3.164,P1->P19->P27,41.5,0.978,0
N33,0.494,0.442,0.468,Normal,0.044,47,94.78,28.61,4.942,P5->P19->P24,5,0.494,0
N129,0.483,0.396,0.44,Normal,0.09,10,82.6,28.88,4.986,P7->P18->P24,33.9,0.397,0
N169,0.991,0.833,0.912,Normal,0.136,21,92.5,45.95,4.32,P8->P19->P21,33.94,0.746,0
N165,0.385,0.782,0.584,Sybil Attack,0.186,40,64.6,43.22,2.855,P1->P15->P29,19.3,0.382,0
N131,0.267,0.455,0.361,Sybil Attack,0.684,19,86.06,18.38,0.645,P7->P13->P21,30.1,0.581,1
N165,0.437,0.548,0.493,Sybil Attack,0.417,79,70.05,8.02,2.204,P4->P16->P25,24.04,0.332,0
N126,0.5,0.626,0.563,Sybil Attack,0.028,43,58.3,30.14,3.673,P7->P19->P24,31.33,0.151,0
N3,0.901,0.731,0.816,Sybil Attack,0.749,56,90.31,17.94,1.191,P8->P16->P30,18.91,0.462,1
N78,0.726,0.383,0.554,Normal,0.972,67,81.08,32.29,1.147,P5->P16->P27,26.18,0.332,0
N11,0.993,0.337,0.665,Sybil Attack,0.161,79,66.72,7.54,0.721,P6->P11->P22,9.31,0.747,0
N88,0.261,0.429,0.345,Normal,0.787,46,59.82,18.28,3.848,P2->P18->P27,22.96,0.967,0
N166,0.735,0.461,0.598,Normal,0.719,61,72.45,25.53,3.689,P5->P13->P30,5.25,0.112,0
N159,0.992,0.414,0.703,Normal,0.494,42,77.47,43.18,3.607,P3->P16->P23,16.38,0.344,0
N133,0.865,0.937,0.901,Sybil Attack,0.782,32,62.73,41.99,1.497,P7->P15->P23,1.94,0.526,1
N119,0.757,0.916,0.836,Normal,0.009,14,59.89,10.21,3.816,P9->P20->P29,44.08,0.224,0
N99,0.309,0.585,0.447,Normal,0.042,20,54.01,35.55,4.168,P10->P12->P23,3.1,0.15,0
N1,0.284,0.486,0.385,Sybil Attack,0.072,28,77.47,26,2.318,P8->P19->P21,7.38,0.428,0
N76,0.335,0.959,0.647,Sybil Attack,0.411,88,55.38,41.39,0.568,P1->P20->P28,24.37,0.127,0
N1,0.399,0.961,0.68,Normal,0.91,11,54.7,45,2.652,P9->P11->P21,24.16,0.603,0
N111,0.975,0.286,0.63,Sybil Attack,0.292,71,54.01,29.8,3.528,P9->P19->P27,49.28,0.032,0
N82,0.643,0.446,0.544,Sybil Attack,0.566,22,81.45,15.91,3.274,P1->P15->P26,59.89,0.303,1
N45,0.443,0.221,0.332,Sybil Attack,0.033,74,83.31,6.04,4.463,P7->P20->P29,7.02,0.64,0
N160,0.922,0.686,0.804,Sybil Attack,0.185,83,93.16,25.85,3.821,P2->P11->P21,55.93,0.328,0
N141,0.232,0.878,0.555,Normal,0.438,59,92.95,48.41,3.967,P7->P20->P21,37.1,0.564,0
N192,0.884,0.607,0.746,Sybil Attack,0.353,18,70.08,19.68,2.501,P2->P17->P24,4.52,0.463,0
N124,0.297,0.977,0.637,Sybil Attack,0.449,19,89.53,49.74,2.588,P7->P17->P24,45.46,0.013,0
N186,0.803,0.69,0.746,Sybil Attack,0.782,69,63.24,23.54,1.949,P1->P17->P22,12.85,0.535,1
N129,0.241,0.988,0.614,Sybil Attack,0.551,94,100,14.85,3.055,P3->P13->P30,9.68,0.086,1
N45,0.238,0.653,0.446,Normal,0.104,76,93.45,29.96,4.361,P7->P16->P27,54.25,0.857,0
N186,0.361,0.33,0.346,Sybil Attack,0.196,11,58.43,12.35,1.953,P4->P17->P29,12.54,0.008,0
N163,0.262,0.53,0.396,Sybil Attack,0.058,12,86.17,49.44,2.986,P1->P14->P25,23.48,0.479,0
N66,0.683,0.209,0.446,Sybil Attack,0.117,17,63.09,44.61,0.867,P5->P19->P26,58.46,0.898,0
N167,0.856,0.36,0.608,Sybil Attack,0.361,96,50.32,45.18,0.981,P5->P17->P29,44.38,0.01,0
N59,0.402,0.264,0.333,Sybil Attack,0.646,36,75.38,21.75,1.208,P1->P20->P26,30.67,0.272,1
N43,0.886,0.553,0.72,Normal,0.585,13,52.31,30.26,1.139,P5->P14->P23,59.5,0.08,0
N105,0.49,0.517,0.504,Sybil Attack,0.287,89,69.06,23.42,4.195,P10->P11->P29,18.41,0.098,0
N193,0.915,0.631,0.773,Normal,0.585,11,64.45,8.19,3.172,P10->P19->P26,56.76,0.777,0
N30,0.62,0.244,0.432,Sybil Attack,0.274,26,55,23.04,3.242,P7->P11->P26,6.35,0.83,0
N64,0.869,0.654,0.762,Normal,0.89,91,70.17,21.93,3.109,P6->P19->P24,24.72,0.588,0
N60,0.739,0.269,0.504,Normal,0.142,56,90.86,48.92,2.48,P8->P13->P24,24.34,0.757,0
N135,0.902,0.825,0.863,Sybil Attack,0.17,78,60.94,14.67,3.025,P10->P18->P25,32.44,0.199,0
N35,0.797,0.792,0.794,Normal,0.897,28,78.42,33.11,1.471,P5->P16->P27,56.09,0.135,0
N147,0.677,0.714,0.696,Normal,0.104,77,65.27,12,4.16,P8->P17->P30,33.05,0.588,0
N117,0.334,0.985,0.66,Normal,0.935,77,73.03,21.91,0.638,P10->P13->P25,50.83,0.379,0
N41,0.68,0.333,0.507,Normal,0.48,49,70.31,46.72,1.069,P7->P18->P30,23.85,0.664,0
N27,0.419,0.904,0.662,Sybil Attack,0.365,58,61.75,13.53,2.525,P10->P13->P26,32.71,0.742,0
N30,0.732,0.925,0.828,Normal,0.641,42,65.86,24.9,4.97,P7->P16->P24,10.36,0.717,0
N139,0.387,0.388,0.388,Sybil Attack,1,90,75.6,24.55,4.053,P1->P12->P23,7.95,0.495,1
N87,0.786,0.994,0.89,Sybil Attack,0.806,64,68.96,11.95,0.846,P9->P19->P22,45.05,0.463,1
N119,0.58,0.755,0.668,Normal,0.376,87,56.52,44.42,0.54,P6->P15->P30,16.81,0.336,0
N152,0.942,0.684,0.813,Normal,0.054,48,96.8,40.17,3.486,P9->P19->P25,42.82,0.803,0
N154,0.679,0.67,0.675,Sybil Attack,0.356,44,58.71,11.86,3.718,P4->P17->P30,17.25,0.354,0
N130,0.294,0.812,0.553,Sybil Attack,0.278,59,92.85,38.6,4.825,P6->P20->P30,30.86,0.217,0
N41,0.945,0.613,0.779,Sybil Attack,0.289,19,84.67,10.93,3.626,P4->P17->P29,11.01,0.801,0
N29,0.408,0.995,0.702,Sybil Attack,0.969,98,57.2,20.31,3.385,P1->P20->P30,39.13,0.402,1
N79,0.494,0.543,0.518,Normal,0.126,45,96.53,23.17,0.897,P7->P15->P21,38.42,0.02,0
N55,0.281,0.774,0.528,Normal,0.394,75,76.51,43.75,0.632,P6->P14->P26,35.52,0.76,0
N56,0.573,0.687,0.63,Sybil Attack,0.472,63,60.09,42.84,3.402,P1->P12->P27,40.94,0.97,0
N39,0.302,0.664,0.483,Normal,0.655,82,53.46,14.53,1.291,P3->P19->P30,26.76,0.215,0
N124,0.703,0.676,0.69,Normal,0.649,38,58.83,5.96,2.983,P8->P16->P25,14.4,0.809,0
N81,0.733,0.676,0.704,Normal,0.766,12,69.01,48.47,4.952,P8->P14->P24,10.3,0.359,0
N71,0.516,0.609,0.562,Normal,0.932,41,74.3,41.46,1.28,P7->P20->P21,8.74,0.073,0
N42,0.504,0.414,0.459,Sybil Attack,0.478,65,65.75,22.17,1.11,P9->P16->P23,13.61,0.857,0
N122,0.292,0.885,0.588,Sybil Attack,0.117,44,68.81,36.09,1.331,P10->P16->P30,30.03,0.136,0
N167,0.241,0.248,0.244,Normal,0.758,28,58.3,19.87,2.345,P2->P16->P22,28.71,0.99,0
N171,0.372,0.382,0.377,Sybil Attack,0.863,69,81.18,24.48,0.732,P3->P16->P27,40.32,0.681,1
N189,0.526,0.937,0.732,Normal,0.816,28,50.32,31.82,3.724,P5->P11->P25,41.58,0.165,0
N58,0.618,0.215,0.416,Sybil Attack,0.673,78,67.92,28.51,2.548,P5->P14->P25,56.63,0.855,1
N39,0.899,0.431,0.665,Normal,0.391,28,84.95,9.04,4.582,P6->P16->P27,18.11,0.257,0
N114,0.44,0.598,0.519,Normal,0.318,72,61.16,43.07,3.452,P3->P12->P26,57.8,0.251,0
N3,0.455,0.557,0.506,Sybil Attack,0.871,92,87.04,41.31,0.893,P10->P11->P29,52.17,0.469,1
N183,0.517,0.736,0.626,Sybil Attack,0.252,21,61.98,35.69,1.385,P8->P17->P29,30.77,0.463,0
N134,0.596,0.356,0.476,Sybil Attack,0.707,23,96.72,29.26,2.877,P2->P15->P26,25.48,0.417,1
N109,0.68,0.586,0.633,Normal,0.676,20,98.76,33.81,3.674,P7->P14->P25,31.36,0.455,0
N71,0.86,0.279,0.57,Normal,0.832,29,72.76,37.55,2.085,P4->P18->P21,54.9,0.494,0
N112,0.976,0.909,0.942,Normal,0.539,95,87.17,23.1,4.733,P2->P13->P30,4.19,0.984,0
N19,0.644,0.496,0.57,Normal,0.891,88,78.08,46.41,0.72,P7->P20->P21,1.39,0.815,0
N145,0.731,0.985,0.858,Sybil Attack,0.049,25,85.2,22.67,4.741,P1->P14->P25,20.6,0.837,0
N163,0.815,0.354,0.584,Sybil Attack,0.707,91,95.03,18.86,2.426,P3->P13->P28,22.77,0.142,1
N4,0.312,0.965,0.638,Normal,0.075,45,66.71,21.48,4.015,P7->P19->P30,21.99,0.022,0
N30,0.838,0.435,0.636,Sybil Attack,0.604,22,77.44,18.68,1.018,P8->P19->P27,23.88,0.831,1
N112,0.374,0.494,0.434,Normal,0.726,57,93.98,13.91,1.453,P5->P16->P26,44.78,0.17,0
N64,0.709,0.722,0.716,Normal,0.367,85,71.91,46.56,4.021,P7->P15->P24,32.82,0.055,0
N167,0.661,0.778,0.72,Sybil Attack,0.212,54,97.61,12.73,4.447,P2->P15->P24,21.63,0.238,0
N51,0.354,0.79,0.572,Normal,0.498,87,57.07,5.11,1.171,P4->P11->P22,55.13,0.684,0
N66,0.642,0.866,0.754,Normal,0.552,19,51.43,6.79,3.338,P2->P18->P30,1.12,0.815,0
N102,0.427,0.65,0.538,Normal,0.717,17,81.48,26.59,4.531,P1->P16->P25,58.74,0.083,0
N55,0.961,0.848,0.904,Sybil Attack,0.451,23,64.09,20.23,1.712,P6->P19->P29,4.73,0.189,0
N160,0.457,0.689,0.573,Normal,0.401,67,70.21,26.94,1.371,P6->P20->P22,48.04,0.602,0
N34,0.272,0.853,0.562,Sybil Attack,0.394,85,83.83,39.46,1.088,P1->P18->P25,36.81,0.323,0
N12,0.326,0.702,0.514,Sybil Attack,0.305,62,98.79,31.74,1.639,P6->P14->P30,21.61,0.902,0
N130,0.429,0.498,0.464,Normal,0.643,56,51.34,45.89,2.802,P5->P14->P24,9.1,0.276,0
N122,0.554,0.427,0.491,Sybil Attack,0.97,22,77.04,25.26,4.844,P9->P14->P24,9.04,0.913,1
N40,0.481,0.556,0.518,Normal,0.594,25,69.13,29.93,2.398,P3->P13->P22,38.9,0.865,0
N122,0.754,0.44,0.597,Normal,0.631,93,76.64,27.75,3.113,P10->P17->P21,11.48,0.052,0
N61,0.672,0.415,0.544,Normal,0.307,22,83.51,8.75,2.424,P10->P20->P24,17.17,0.026,0
N176,0.512,0.494,0.503,Normal,0.388,30,62.96,44.4,3.916,P7->P14->P24,15.96,0.09,0
N102,0.503,0.478,0.49,Sybil Attack,0.119,93,61.55,18.3,4.348,P1->P18->P28,54.65,0.945,0
N190,0.518,0.989,0.754,Sybil Attack,0.069,75,67.86,26.33,1.882,P2->P19->P22,20.02,0.477,0
N126,0.806,0.452,0.629,Sybil Attack,0.246,96,71.23,30.19,0.916,P10->P20->P25,4.93,0.911,0
N126,0.298,0.207,0.252,Sybil Attack,0.213,45,80.72,46.05,1.424,P3->P17->P28,23.71,0.622,0
N84,0.683,0.561,0.622,Sybil Attack,0.6,64,70.31,42.72,1.3,P2->P19->P24,15.07,0.643,1
N159,0.68,0.457,0.568,Normal,0.047,99,76.12,18.32,4.161,P8->P11->P21,40.73,0.692,0
N98,0.465,0.538,0.502,Sybil Attack,0.385,13,54.94,6.6,2.985,P6->P14->P30,51.22,0.167,0
N81,0.575,0.65,0.612,Sybil Attack,0.586,88,88.15,24.51,1.212,P7->P17->P29,12.5,0.884,1
N11,0.261,0.915,0.588,Sybil Attack,0.901,19,58.07,13.99,1.612,P7->P20->P29,5.16,0.253,1
N89,0.744,0.253,0.498,Normal,0.551,46,63.71,22.91,1.791,P7->P12->P25,33.32,0.202,0
N109,0.295,0.478,0.386,Normal,0.487,15,94.32,25.72,2.027,P5->P19->P30,17.65,0.89,0
N131,0.279,0.679,0.479,Sybil Attack,0.481,98,68.04,25.42,2.831,P3->P13->P25,39.16,0.01,0
N126,0.61,0.808,0.709,Sybil Attack,0.064,71,68.12,44.33,1.689,P7->P19->P27,53.88,0.836,0
N153,0.634,0.839,0.736,Normal,0.717,72,55.25,32.8,4.603,P2->P16->P25,0.3,0.015,0
N52,0.413,0.604,0.508,Normal,0.209,94,96.73,30.25,2.301,P8->P12->P26,56.43,0.573,0
N145,0.605,0.918,0.762,Sybil Attack,0.832,49,78.15,32.97,2.847,P6->P20->P27,0.06,0.821,1
N100,0.864,0.325,0.594,Sybil Attack,0.205,87,98.93,17.44,3.44,P7->P13->P22,1.14,0.705,0
N131,0.361,0.768,0.564,Sybil Attack,0.692,94,82.55,23.9,3.359,P5->P14->P28,44.06,0.625,1
N191,0.244,0.407,0.326,Normal,0.732,99,53.34,45.37,2.141,P6->P20->P24,0.83,0.977,0
N28,0.356,0.763,0.56,Sybil Attack,0.889,89,54.44,10.22,4.536,P3->P20->P22,18.66,0.039,1
N126,0.557,0.88,0.718,Normal,0.933,46,85.13,42.91,1.149,P10->P14->P29,58.82,0.895,0
N179,0.599,0.61,0.604,Sybil Attack,0.939,47,62.57,25.26,0.958,P3->P11->P25,11.55,0.91,1
N111,0.432,0.682,0.557,Normal,0.683,80,65.16,35.73,2.992,P6->P20->P21,15.62,0.855,0
N183,0.897,0.868,0.883,Sybil Attack,0.864,25,93.63,25.66,3.664,P6->P11->P26,56.08,0.331,1
N41,0.606,0.759,0.682,Normal,0.503,12,98.53,28.39,2.367,P10->P11->P27,36.26,0.125,0
N122,0.882,0.564,0.723,Sybil Attack,0.795,15,94.92,6.76,0.576,P4->P17->P21,46.38,0.462,1
N15,0.559,0.65,0.604,Normal,0.181,47,75.95,45.62,2.212,P9->P20->P24,54.62,0.007,0
N102,0.661,0.755,0.708,Sybil Attack,0.502,62,75.48,24.82,4.724,P7->P16->P23,10.94,0.657,1
N131,0.586,0.936,0.761,Sybil Attack,0.8,49,75.3,45.12,3.956,P1->P18->P30,21.86,0.078,1
N125,0.678,0.774,0.726,Normal,0.748,95,77.88,44.55,1.059,P10->P15->P30,50.02,0.665,0
N152,0.678,0.206,0.442,Normal,0.398,58,52.71,42.95,4.403,P1->P19->P23,25.12,0.002,0
N198,0.819,0.61,0.714,Sybil Attack,0.785,92,86.34,22.5,2.09,P4->P15->P22,26.16,0.338,1
N17,0.944,0.317,0.63,Normal,0.012,21,96.37,24,4.154,P3->P12->P28,7.53,0.687,0
N125,0.366,0.873,0.619,Sybil Attack,0.224,51,72,43.09,4.26,P6->P13->P25,15.75,0.775,0
N7,0.318,0.367,0.342,Sybil Attack,0.685,65,83.54,42.05,4.1,P8->P20->P26,15.21,0.626,1
N5,0.616,0.434,0.525,Sybil Attack,0.39,45,53.01,30.44,3.004,P4->P19->P27,5.49,0.886,0
N118,0.311,0.274,0.292,Sybil Attack,0.966,99,82.68,9.93,3.205,P3->P16->P26,16.33,0.533,1
N4,0.772,0.847,0.81,Normal,0.781,49,87.27,49.5,4.415,P9->P16->P27,52.63,0.651,0
N48,0.55,0.356,0.453,Normal,0.353,91,68.85,12.6,4.697,P10->P12->P28,59.82,0.072,0
N107,0.403,0.208,0.306,Sybil Attack,0.099,11,67.23,49.97,2.61,P2->P19->P25,36.4,0.518,0
